run_id,sweep,scenario,model,arm,level,phrasing_idx,rep,blameworthiness,inferred_probability,inferred_alpha,inferred_cost,oracle_at_reference,oracle_at_inferred,error
baseline-low-1-6,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,low,1,6,20,30,20,60,0.10815333794642855,0.11419940000000016,
baseline-low-1-7,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,low,1,7,40,20,30,60,0.10815333794642855,0.12077348571428567,
baseline-low-1-8,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,low,1,8,30,20,10,60,0.10815333794642855,0.12460711428571428,
baseline-low-1-9,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,low,1,9,40,20,10,80,0.10815333794642855,0.11882619999999998,
baseline-low-2-0,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,low,2,0,40,20,10,80,0.10815333794642855,0.11882619999999998,
baseline-low-2-1,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,low,2,1,40,20,10,80,0.10815333794642855,0.11882619999999998,
baseline-low-2-2,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,low,2,2,40,20,10,80,0.10815333794642855,0.11882619999999998,
baseline-low-2-3,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,low,2,3,20,20,10,80,0.10815333794642855,0.11882619999999998,
baseline-low-2-4,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,low,2,4,40,20,10,80,0.10815333794642855,0.11882619999999998,
baseline-low-2-5,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,low,2,5,40,20,10,80,0.10815333794642855,0.11882619999999998,
baseline-low-2-6,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,low,2,6,40,20,10,60,0.10815333794642855,0.12460711428571428,
baseline-low-2-7,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,low,2,7,30,20,10,60,0.10815333794642855,0.12460711428571428,
baseline-low-2-8,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,low,2,8,40,20,10,80,0.10815333794642855,0.11882619999999998,
baseline-low-2-9,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,low,2,9,20,20,10,80,0.10815333794642855,0.11882619999999998,
baseline-somewhat_low-0-0,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,0,0,30,40,20,80,0.12795599687499992,0.10084114285714289,
baseline-somewhat_low-0-1,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,0,1,40,30,20,60,0.12795599687499992,0.11419940000000016,
baseline-somewhat_low-0-2,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,0,2,40,30,20,60,0.12795599687499992,0.11419940000000016,
baseline-somewhat_low-0-3,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,0,3,40,30,20,60,0.12795599687499992,0.11419940000000016,
baseline-somewhat_low-0-4,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,0,4,30,40,20,60,0.12795599687499992,0.10084114285714289,
baseline-somewhat_low-0-5,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,0,5,40,30,20,80,0.12795599687499992,0.11419940000000016,
baseline-somewhat_low-0-6,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,0,6,40,30,20,80,0.12795599687499992,0.11419940000000016,
baseline-somewhat_low-0-7,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,0,7,20,40,10,60,0.12795599687499992,0.1037011428571429,
baseline-somewhat_low-0-8,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,0,8,20,40,10,80,0.12795599687499992,0.10084114285714289,
baseline-somewhat_low-0-9,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,0,9,40,30,20,60,0.12795599687499992,0.11419940000000016,
baseline-somewhat_low-1-0,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,1,0,40,30,20,60,0.12795599687499992,0.11419940000000016,
baseline-somewhat_low-1-1,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,1,1,40,30,20,60,0.12795599687499992,0.11419940000000016,
baseline-somewhat_low-1-2,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,1,2,20,40,10,80,0.12795599687499992,0.10084114285714289,
baseline-somewhat_low-1-3,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,1,3,60,30,20,80,0.12795599687499992,0.11419940000000016,
baseline-somewhat_low-1-4,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,1,4,20,40,10,80,0.12795599687499992,0.10084114285714289,
baseline-somewhat_low-1-5,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,1,5,20,40,10,80,0.12795599687499992,0.10084114285714289,
baseline-somewhat_low-1-6,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,1,6,20,40,10,80,0.12795599687499992,0.10084114285714289,
baseline-somewhat_low-1-7,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,1,7,30,40,20,60,0.12795599687499992,0.10084114285714289,
baseline-somewhat_low-1-8,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,1,8,30,40,20,60,0.12795599687499992,0.10084114285714289,
baseline-somewhat_low-1-9,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,1,9,40,30,20,60,0.12795599687499992,0.11419940000000016,
baseline-somewhat_low-2-0,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,2,0,40,60,20,80,0.12795599687499992,0.055983542857142854,
baseline-somewhat_low-2-1,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,2,1,40,60,20,80,0.12795599687499992,0.055983542857142854,
baseline-somewhat_low-2-2,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,2,2,40,60,20,80,0.12795599687499992,0.055983542857142854,
baseline-somewhat_low-2-3,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,2,3,40,60,20,80,0.12795599687499992,0.055983542857142854,
baseline-somewhat_low-2-4,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,2,4,40,60,20,80,0.12795599687499992,0.055983542857142854,
baseline-somewhat_low-2-5,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,2,5,40,60,20,80,0.12795599687499992,0.055983542857142854,
baseline-somewhat_low-2-6,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,2,6,60,70,20,80,0.12795599687499992,0.03141334285714294,
baseline-somewhat_low-2-7,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,2,7,40,60,20,80,0.12795599687499992,0.055983542857142854,
baseline-somewhat_low-2-8,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,2,8,60,40,20,80,0.12795599687499992,0.10084114285714289,
baseline-somewhat_low-2-9,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_low,2,9,40,60,20,80,0.12795599687499992,0.055983542857142854,
baseline-even-0-0,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,0,0,40,50,20,80,0.10583646919642843,0.08062499999999985,
baseline-even-0-1,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,0,1,20,50,10,80,0.10583646919642843,0.08062499999999986,
baseline-even-0-2,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,0,2,40,50,20,80,0.10583646919642843,0.08062499999999985,
baseline-even-0-3,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,0,3,40,50,20,60,0.10583646919642843,0.08062499999999985,
baseline-even-0-4,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,0,4,40,50,20,80,0.10583646919642843,0.08062499999999985,
baseline-even-0-5,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,0,5,40,50,20,80,0.10583646919642843,0.08062499999999985,
baseline-even-0-6,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,0,6,20,50,10,80,0.10583646919642843,0.08062499999999986,
baseline-even-0-7,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,0,7,20,50,10,80,0.10583646919642843,0.08062499999999986,
baseline-even-0-8,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,0,8,40,50,20,80,0.10583646919642843,0.08062499999999985,
baseline-even-0-9,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,0,9,40,50,20,80,0.10583646919642843,0.08062499999999985,
baseline-even-1-0,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,1,0,40,50,20,80,0.10583646919642843,0.08062499999999985,
baseline-even-1-1,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,1,1,30,50,20,70,0.10583646919642843,0.08062499999999985,
baseline-even-1-2,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,1,2,40,40,20,60,0.10583646919642843,0.10084114285714289,
baseline-even-1-3,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,1,3,40,50,20,80,0.10583646919642843,0.08062499999999985,
baseline-even-1-4,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,1,4,40,50,20,80,0.10583646919642843,0.08062499999999985,
baseline-even-1-5,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,1,5,20,50,10,80,0.10583646919642843,0.08062499999999986,
baseline-even-1-6,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,1,6,60,50,20,80,0.10583646919642843,0.08062499999999985,
baseline-even-1-7,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,1,7,40,50,20,60,0.10583646919642843,0.08062499999999985,
baseline-even-1-8,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,1,8,40,50,20,60,0.10583646919642843,0.08062499999999985,
baseline-even-1-9,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,1,9,20,50,20,80,0.10583646919642843,0.08062499999999985,
baseline-even-2-0,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,2,0,20,50,10,80,0.10583646919642843,0.08062499999999986,
baseline-even-2-1,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,2,1,40,30,20,60,0.10583646919642843,0.11419940000000016,
baseline-even-2-2,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,2,2,40,50,20,60,0.10583646919642843,0.08062499999999985,
baseline-even-2-3,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,2,3,40,50,20,80,0.10583646919642843,0.08062499999999985,
baseline-even-2-4,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,2,4,40,50,20,80,0.10583646919642843,0.08062499999999985,
baseline-even-2-5,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,2,5,60,50,20,80,0.10583646919642843,0.08062499999999985,
baseline-even-2-6,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,2,6,40,50,20,80,0.10583646919642843,0.08062499999999985,
baseline-even-2-7,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,2,7,30,50,20,80,0.10583646919642843,0.08062499999999985,
baseline-even-2-8,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,2,8,40,50,20,60,0.10583646919642843,0.08062499999999985,
baseline-even-2-9,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,even,2,9,40,50,20,80,0.10583646919642843,0.08062499999999985,
baseline-somewhat_high-0-0,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,0,0,20,60,10,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-0-1,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,0,1,40,60,20,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-0-2,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,0,2,20,60,10,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-0-3,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,0,3,40,60,20,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-0-4,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,0,4,40,60,20,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-0-5,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,0,5,40,60,20,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-0-6,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,0,6,40,60,20,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-0-7,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,0,7,20,60,10,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-0-8,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,0,8,30,60,20,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-0-9,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,0,9,30,60,20,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-1-0,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,1,0,40,60,20,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-1-1,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,1,1,30,60,20,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-1-2,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,1,2,40,60,20,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-1-3,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,1,3,40,70,20,80,0.07273900223214282,0.03141334285714294,
baseline-somewhat_high-1-4,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,1,4,40,60,20,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-1-5,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,1,5,40,60,20,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-1-6,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,1,6,40,60,20,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-1-7,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,1,7,40,60,20,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-1-8,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,1,8,30,60,20,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-1-9,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,1,9,30,60,20,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-2-0,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,2,0,20,60,10,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-2-1,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,2,1,20,70,30,80,0.07273900223214282,0.031413342857142965,
baseline-somewhat_high-2-2,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,2,2,30,70,20,80,0.07273900223214282,0.03141334285714294,
baseline-somewhat_high-2-3,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,2,3,40,60,20,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-2-4,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,2,4,20,60,10,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-2-5,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,2,5,40,60,20,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-2-6,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,2,6,40,60,20,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-2-7,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,2,7,20,60,10,80,0.07273900223214282,0.055983542857142854,
baseline-somewhat_high-2-8,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,2,8,40,70,20,80,0.07273900223214282,0.03141334285714294,
baseline-somewhat_high-2-9,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,somewhat_high,2,9,20,60,10,80,0.07273900223214282,0.055983542857142854,
baseline-high-0-0,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,0,0,40,70,20,60,0.012637604464285681,0.03141334285714294,
baseline-high-0-1,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,0,1,30,80,20,50,0.012637604464285681,0.012148114285714225,
baseline-high-0-2,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,0,2,20,80,10,50,0.012637604464285681,0.01214811428571423,
baseline-high-0-3,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,0,3,20,80,10,70,0.012637604464285681,0.01214811428571423,
baseline-high-0-4,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,0,4,30,80,20,60,0.012637604464285681,0.012148114285714225,
baseline-high-0-5,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,0,5,20,80,10,50,0.012637604464285681,0.01214811428571423,
baseline-high-0-6,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,0,6,40,80,20,60,0.012637604464285681,0.012148114285714225,
baseline-high-0-7,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,0,7,20,80,10,50,0.012637604464285681,0.01214811428571423,
baseline-high-0-8,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,0,8,40,80,20,60,0.012637604464285681,0.012148114285714225,
baseline-high-0-9,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,0,9,20,80,20,60,0.012637604464285681,0.012148114285714225,
baseline-high-1-0,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,1,0,60,80,20,50,0.012637604464285681,0.012148114285714225,
